Ref,Sub Ref,Temperature (K),Type Alcohol,FAME/FAEE_F,GLYCEROL_F,ALCOHOL_F,OIL_F,DAG_F,MAG_F,ACID_F,WATER_F,FAME/FAEE_L,GLYCEROL_L,ALCOHOL_L,OIL_L,DAG_L,MAG_L,ACID_L,WATER_L,FAME/FAEE_H,GLYCEROL_H,ALCOHOL_H,OIL_H,DAG_H,MAG_H,ACID_H,WATER_H,Reconcile phi,Type Alcohol_right,MW_FAME/FAEE,MW_Oil,MW_DAG,MW_MAG,MW_FA
4,a,313.15,1,0.2825,0.342,0.3754999999999999,0.0,0.0,0.0,0.0,0.0,0.8677850609906008,0.005121942775072301,0.1267812504004806,0.0,0.0,0.0,0.0,0.0,0.00901897247111916,0.4994100611518698,0.4917166331241235,0.0,0.0,0.0,0.0,0.0,0.3184581123835058,1,307.1628002434572,917.4884007303717,625.3256004869145,333.1628002434572,279.1628002434572
5,a,293.15,1,0.1964,0.2618,0.5418,0.0,0.0,0.0,0.0,0.0,0.8976503506855905,0.0004063696953617959,0.101912173677621,0.0,0.0,0.0,0.0,0.0,0.005983498112628528,0.3327784467837882,0.6612465015657469,0.0,0.0,0.0,0.0,0.0,0.2135511725460159,1,307.8027616373293,919.4082849119878,626.6055232746586,333.8027616373293,279.8027616373293
5,a,293.15,1,0.2751,0.3442,0.3807,0.0,0.0,0.0,0.0,0.0,0.9417795145472297,0.001831107258608786,0.056384961274334,0.0,0.0,0.0,0.0,0.0,0.008520780282987219,0.481100010111098,0.5103809757604394,0.0,0.0,0.0,0.0,0.0,0.2856434233398062,1,307.8027616373293,919.4082849119878,626.6055232746586,333.8027616373293,279.8027616373293
5,a,293.15,1,0.4963,0.3026,0.2011,0.0,0.0,0.0,0.0,0.0,0.9557259300838821,0.003440094671280286,0.04086486320727849,0.0,0.0,0.0,0.0,0.0,0.0009318816019292434,0.6251640298007898,0.373870784182285,0.0,0.0,0.0,0.0,0.0,0.5188219587100139,1,307.8027616373293,919.4082849119878,626.6055232746586,333.8027616373293,279.8027616373293
5,a,293.15,1,0.2381,0.5466,0.2153,0.0,0.0,0.0,0.0,0.0,0.9638456804142662,0.005436553317033968,0.03046601807149001,0.0,0.0,0.0,0.0,0.0,0.00560570423837456,0.7199629531996273,0.274511990675241,0.0,0.0,0.0,0.0,0.0,0.2426263791346454,1,307.8027616373293,919.4082849119878,626.6055232746586,333.8027616373293,279.8027616373293
5,a,293.15,1,0.3995,0.2083,0.3922,0.0,0.0,0.0,0.0,0.0,0.9232661965222762,0.01970916590158743,0.05720604950775921,0.0,0.0,0.0,0.0,0.0,0.00836403330862891,0.3491350876669784,0.6423654049679993,0.0,0.0,0.0,0.0,0.0,0.4275167142653628,1,307.8027616373293,919.4082849119878,626.6055232746586,333.8027616373293,279.8027616373293
5,a,303.15,1,0.1943,0.212,0.5937,0.0,0.0,0.0,0.0,0.0,0.857185576652484,0.00790303016646512,0.1347064375298226,0.0,0.0,0.0,0.0,0.0,0.0319220007446971,0.2619948389026622,0.7061333655309621,0.0,0.0,0.0,0.0,0.0,0.1967589555575474,1,307.8027616373293,919.4082849119878,626.6055232746586,333.8027616373293,279.8027616373293
5,a,303.15,1,0.3890999999999999,0.2021,0.4088000000000001,0.0,0.0,0.0,0.0,0.0,0.8888605806310866,0.001393075410472443,0.1097463735738186,0.0,0.0,0.0,0.0,0.0,0.01640601988535023,0.3517761958844037,0.6318177621447246,0.0,0.0,0.0,0.0,0.0,0.4271786713981838,1,307.8027616373293,919.4082849119878,626.6055232746586,333.8027616373293,279.8027616373293
5,a,303.15,1,0.1989,0.2961,0.505,0.0,0.0,0.0,0.0,0.0,0.9027170295092036,0.004951179172409504,0.09275759677406532,0.0,0.0,0.0,0.0,0.0,0.01165415998915708,0.3735582075145933,0.6146743497865582,0.0,0.0,0.0,0.0,0.0,0.2101376304813365,1,307.8027616373293,919.4082849119878,626.6055232746586,333.8027616373293,279.8027616373293
5,a,303.15,1,0.3005,0.3317,0.3678,0.0,0.0,0.0,0.0,0.0,0.9246825639435082,0.003071021418076966,0.07228129222821603,0.0,0.0,0.0,0.0,0.0,0.004120767666305459,0.4877421742308258,0.5081204972537069,0.0,0.0,0.0,0.0,0.0,0.3219547384350152,1,307.8027616373293,919.4082849119878,626.6055232746586,333.8027616373293,279.8027616373293
5,a,313.15,1,0.2195,0.287,0.4935,0.0,0.0,0.0,0.0,0.0,0.8808802495633729,0.005092269095917624,0.1147753721244638,0.0,0.0,0.0,0.0,0.0,0.007362637792328681,0.3774217542925157,0.6149757223452587,0.0,0.0,0.0,0.0,0.0,0.2428541329322095,1,307.8027616373293,919.4082849119878,626.6055232746586,333.8027616373293,279.8027616373293
5,a,313.15,1,0.2764,0.3502,0.3734,0.0,0.0,0.0,0.0,0.0,0.89490214946155,0.007638533280103718,0.09745799293507539,0.0,0.0,0.0,0.0,0.0,0.003195760579998972,0.501515957513301,0.4952888668856403,0.0,0.0,0.0,0.0,0.0,0.3063836289910129,1,307.8027616373293,919.4082849119878,626.6055232746586,333.8027616373293,279.8027616373293
5,a,313.15,1,0.1899,0.5073,0.3028,0.0,0.0,0.0,0.0,0.0,0.9059216551324447,0.007932323750806748,0.08617641179187939,0.0,0.0,0.0,0.0,0.0,0.003149536167969834,0.6375434702830459,0.3592990671508982,0.0,0.0,0.0,0.0,0.0,0.2068633489105117,1,307.8027616373293,919.4082849119878,626.6055232746586,333.8027616373293,279.8027616373293
5,a,313.15,1,0.393,0.168,0.439,0.0,0.0,0.0,0.0,0.0,0.8562074075378886,0.0085507600826669,0.1352418608354815,0.0,0.0,0.0,0.0,0.0,0.03054928141044544,0.2927659053938347,0.6766847909294285,0.0,0.0,0.0,0.0,0.0,0.4389840142306175,1,307.8027616373293,919.4082849119878,626.6055232746586,333.8027616373293,279.8027616373293
6,a,300.15,2,0.324,0.3362,0.3398,0.0,0.0,0.0,0.0,0.0,0.8362687506884735,0.003726778592307359,0.1591965971076616,0.0,0.0,0.0,0.0,0.0,0.01276288104015579,0.538199453261901,0.4495285023047185,0.0,0.0,0.0,0.0,0.0,0.3779415914700883,2,319.1889383480835,911.5668150442505,621.3778766961669,331.1889383480835,277.1889383480835
6,a,300.15,2,0.42,0.4075,0.1725,0.0,0.0,0.0,0.0,0.0,0.9214325219451914,0.0008979391209970244,0.07766956631807069,0.0,0.0,0.0,0.0,0.0,0.009727712062742146,0.740181967156224,0.2500902983752221,0.0,0.0,0.0,0.0,0.0,0.4500056196809539,2,319.1889383480835,911.5668150442505,621.3778766961669,331.1889383480835,277.1889383480835
6,a,323.15,2,0.3296,0.3332,0.3372,0.0,0.0,0.0,0.0,0.0,0.8010078205695312,0.01923722919048762,0.1798167886170095,0.0,0.0,0.0,0.0,0.0,0.02819919867171913,0.5339362342756827,0.4378250298714655,0.0,0.0,0.0,0.0,0.0,0.3900070376908073,2,319.1889383480835,911.5668150442505,621.3778766961669,331.1889383480835,277.1889383480835
6,a,323.15,2,0.3626,0.3236,0.3138,0.0,0.0,0.0,0.0,0.0,0.8179043545721694,0.009859995570433011,0.1722422590805033,0.0,0.0,0.0,0.0,0.0,0.0252862470682212,0.5560353309522222,0.4186735255145274,0.0,0.0,0.0,0.0,0.0,0.4255690725941415,2,319.1889383480835,911.5668150442505,621.3778766961669,331.1889383480835,277.1889383480835
6,a,323.15,2,0.1891,0.6274000000000001,0.1835,0.0,0.0,0.0,0.0,0.0,0.9160215029796641,0.004982892925352668,0.0789886927750154,0.0,0.0,0.0,0.0,0.0,0.02126474100324335,0.771106763304824,0.2076300914119274,0.0,0.0,0.0,0.0,0.0,0.1875764074987561,2,319.1889383480835,911.5668150442505,621.3778766961669,331.1889383480835,277.1889383480835
6,a,343.15,2,0.27,0.2712,0.4588,0.0,0.0,0.0,0.0,0.0,0.6725931591389908,0.0460550200825502,0.2813518887238571,0.0,0.0,0.0,0.0,0.0,0.1370980644182154,0.3455236762431445,0.5173782369088629,0.0,0.0,0.0,0.0,0.0,0.2481851596625437,2,319.1889383480835,911.5668150442505,621.3778766961669,331.1889383480835,277.1889383480835
6,a,343.15,2,0.1555,0.4262,0.4183,0.0,0.0,0.0,0.0,0.0,0.7525715957438414,0.02409976464387708,0.2207227403840199,0.0,0.0,0.0,0.0,0.0,0.0429547999822769,0.5019940115355004,0.4555423882846606,0.0,0.0,0.0,0.0,0.0,0.1585999664747774,2,319.1889383480835,911.5668150442505,621.3778766961669,331.1889383480835,277.1889383480835
6,a,343.15,2,0.3239,0.3268,0.3493,0.0,0.0,0.0,0.0,0.0,0.7761015582859887,0.01409924169179215,0.2097992346593577,0.0,0.0,0.0,0.0,0.0,0.03100239602806552,0.5293408829103518,0.4396566986265983,0.0,0.0,0.0,0.0,0.0,0.3930988233624469,2,319.1889383480835,911.5668150442505,621.3778766961669,331.1889383480835,277.1889383480835
6,a,343.15,2,0.2518,0.5036999999999999,0.2445,0.0,0.0,0.0,0.0,0.0,0.8927508613942748,0.005365313721334972,0.1018849539935708,0.0,0.0,0.0,0.0,0.0,0.01849049639448325,0.6850964615511549,0.296412631052648,0.0,0.0,0.0,0.0,0.0,0.2668650129250368,2,319.1889383480835,911.5668150442505,621.3778766961669,331.1889383480835,277.1889383480835
6,a,343.15,2,0.4236,0.4226,0.1538,0.0,0.0,0.0,0.0,0.0,0.9229356320121769,0.002019910431279429,0.07504448467343354,0.0,0.0,0.0,0.0,0.0,0.01195772652350652,0.7693177848922134,0.2187244662296603,0.0,0.0,0.0,0.0,0.0,0.4518685590466419,2,319.1889383480835,911.5668150442505,621.3778766961669,331.1889383480835,277.1889383480835
